IMEI 1,Product Model,Distributor
866194069453193,OPPO A78 5G (8+128GB),Noor Communication ! GREATER NOIDA
867426066093450,OPPO Reno8 T 5G (8+128GB),BRS ELECTRONICS (KASNA) ! GREATER NOIDA
862498066098370,OPPO A17 (4+64GB),M.R. COMMUNICATION (KASNA) ! GREATER NOIDA
862498069822172,OPPO A17 (4+64GB),KASHISH COMMUNICATION ! GREATER NOIDA
863534060376799,OPPO F21s Pro (8+128GB),S N COMMUNICATION (HALDONI) ! GREATER NOIDA
864397065583457,OPPO A57 (4+64GB),AMBE SOFTWARE & HARDWARE REP CENTRE (DADRI) ! GREATER NOIDA
864397065254976,OPPO A57 (4+64GB),Sanjay Communication(Sec-93) ! GREATER NOIDA
866102052942452,OPPO A55 (4+128GB),I Store ! GREATER NOIDA
864397066103115,OPPO A57 (4+64GB),TOMAR ELECTRONICS ! GREATER NOIDA
866194069805814,OPPO A78 5G (8+128GB),KGAD MOBIWORLD ! GREATER NOIDA
862611062216172,OPPO A17 (4+64GB),OM COMMUNICATION ! GREATER NOIDA
866194069804957,OPPO A78 5G (8+128GB),Noble Mobile Shope ! GREATER NOIDA
860118052399317,OPPO A76 (6+128GB),S.M TRADER (KASNA) ! GREATER NOIDA
866875069073318,OPPO F21s Pro 5G (8+128GB),Noor Communication ! GREATER NOIDA
867443061552919,OPPO A77 (4+128GB),Jai Ambey Communication ! GREATER NOIDA
860150064894993,OPPO A17K (3+64GB),Noor Communication ! GREATER NOIDA
862498066180137,OPPO A17 (4+64GB),Noor Communication ! GREATER NOIDA
860150064449913,OPPO A17K (3+64GB),Noor Communication ! GREATER NOIDA
862611061367950,OPPO A17 (4+64GB),KGAD MOBIWORLD ! GREATER NOIDA
864397065603776,OPPO A57 (4+64GB),Royal mobile house and electronics ! GREATER NOIDA
864904060509070,OPPO F21s Pro 5G (8+128GB),SHRIB SAHIB JI MOBILE SOLUTION-2 ! GREATER NOIDA
864397067063979,OPPO A57 (4+64GB),Royal mobile house and electronics ! GREATER NOIDA
864397068152672,OPPO A57 (4+64GB),Computer Wizard ! GREATER NOIDA
862498068776718,OPPO A17 (4+64GB),Jai Ambey Communication ! GREATER NOIDA
862047068768215,OPPO A17 (4+64GB),MOBILE SHINGAR (DADRI) ! GREATER NOIDA
867443062753771,OPPO A77 (4+128GB),Jai Ambey Communication ! GREATER NOIDA
866194068454093,OPPO A78 5G (8+128GB),AMBE SOFTWARE & HARDWARE REP CENTRE (DADRI) ! GREATER NOIDA
860150064710272,OPPO A17K (3+64GB),Anuska mobile center 2 ! GREATER NOIDA
864397066290698,OPPO A57 (4+64GB),KRISHNA TELECOM (GN) ! GREATER NOIDA
866194069051492,OPPO A78 5G (8+128GB),SHRIB SAHIB JI MOBILE SOLUTION-2 ! GREATER NOIDA
862498068565731,OPPO A17 (4+64GB),Sanjay Communication(Sec-93) ! GREATER NOIDA
866102052827679,OPPO A55 (4+128GB),SHREE BALAJI MOBILE CENTER (KASNA) ! GREATER NOIDA
860150066355159,OPPO A17K (3+64GB),V.K Mobile Point (HALDONI) ! GREATER NOIDA
867426065727371,OPPO Reno8 T 5G (8+128GB),Jai Ambey Communication ! GREATER NOIDA
864397063680594,OPPO A57 (4+64GB),Shyam Lal & Sons ! GREATER NOIDA
862498069703018,OPPO A17 (4+64GB),SHREE BALAJI COMMUNICATION (SURAJPUR) ! GREATER NOIDA
862611061550530,OPPO A17 (4+64GB),Noble Mobile Shope ! GREATER NOIDA
866102052109219,OPPO A55 (4+128GB),SHRIB SAHIB JI MOBILE SOLUTION-2 ! GREATER NOIDA
862611060879773,OPPO A17 (4+64GB),Anuska mobile center 2 ! GREATER NOIDA
864397066104055,OPPO A57 (4+64GB),S N COMMUNICATION (HALDONI) ! GREATER NOIDA
862611061954195,OPPO A17 (4+64GB),KRISHNA TELECOM (GN) ! GREATER NOIDA
864397066069977,OPPO A57 (4+64GB),KRISHNA TELECOM (GN) ! GREATER NOIDA
862611064298996,OPPO A17 (4+64GB),Computer Wizard ! GREATER NOIDA
866194069358319,OPPO A78 5G (8+128GB),Noble Mobile Shope ! GREATER NOIDA
860578064946977,OPPO A17 (4+64GB),Ayush Communication ! GREATER NOIDA
860489067009179,OPPO F21s Pro (8+128GB),Shyam Lal & Sons ! GREATER NOIDA
860150062629557,OPPO A17K (3+64GB),VISHAL MOBILE HOUSE ! GREATER NOIDA
864397065278157,OPPO A57 (4+64GB),S.M TRADER (KASNA) ! GREATER NOIDA
864463068330872,OPPO A77s (8+128GB),Jai Ambey Communication ! GREATER NOIDA
867443062880335,OPPO A77 (4+128GB),Balaji Traders/Greater Noida ! GREATER NOIDA
867443062883214,OPPO A77 (4+128GB),SHREE BALAJI COMMUNICATION (SURAJPUR) ! GREATER NOIDA
860150064890975,OPPO A17K (3+64GB),Shyam Lal & Sons ! GREATER NOIDA
867426066094672,OPPO Reno8 T 5G (8+128GB),KGAD MOBIWORLD ! GREATER NOIDA
864904061295471,OPPO F21s Pro 5G (8+128GB),Sanjay Communication(Sec-93) ! GREATER NOIDA
866875060531835,OPPO F21s Pro 5G (8+128GB),Shyam Lal & Sons ! GREATER NOIDA
866875065575415,OPPO F21s Pro 5G (8+128GB),Shyam Lal & Sons ! GREATER NOIDA
866194067396717,OPPO A78 5G (8+128GB),JAGDAMBA MOBILE HUB (JAGAT FARM) ! GREATER NOIDA
867443062949759,OPPO A77 (4+128GB),BALAJI MOBILE & ELECTRONICS (DADRI) ! GREATER NOIDA
866194069362378,OPPO A78 5G (8+128GB),KANIKA COMMUNICATION (HABIBPUR) ! GREATER NOIDA
864397062408559,OPPO A57 (4+64GB),Dev Communication (AICHER) ! GREATER NOIDA
867443062885714,OPPO A77 (4+128GB),SANCHAR BHAWAN (GREATER NOIDA) ! GREATER NOIDA
862611060417459,OPPO A17 (4+64GB),SHIV TRADERS (SURAJPUR) ! GREATER NOIDA
867426066093559,OPPO Reno8 T 5G (8+128GB),Keshav Mobile Point(Sec-32) ! GREATER NOIDA
864397065636198,OPPO A57 (4+64GB),SHRIB SAHIB JI MOBILE SOLUTION-2 ! GREATER NOIDA
863534060023698,OPPO F21s Pro (8+128GB),PRIYANKA MOBILE WORLD (HALDONI) ! GREATER NOIDA
860109066601772,OPPO A17K (3+64GB),BHOOMI MOBILE SOLUTION ! GREATER NOIDA
862498067029630,OPPO A17 (4+64GB),KASHISH COMMUNICATION ! GREATER NOIDA
867443062886175,OPPO A77 (4+128GB),VISHAL MOBILE HOUSE ! GREATER NOIDA
862611061182375,OPPO A17 (4+64GB),BRS ELECTRONICS (KASNA) ! GREATER NOIDA
867426066085712,OPPO Reno8 T 5G (8+128GB),Shyam Lal & Sons ! GREATER NOIDA
860474068925052,OPPO A16K & E (3+32GB),SHREE BALAJI MOBILE CENTER (KASNA) ! GREATER NOIDA
864397064201259,OPPO A57 (4+64GB),BRS ELECTRONICS (KASNA) ! GREATER NOIDA
863534060542614,OPPO F21s Pro (8+128GB),VISHAL MOBILE HOUSE ! GREATER NOIDA
860150065380372,OPPO A17K (3+64GB),Noor Communication ! GREATER NOIDA
867443062950013,OPPO A77 (4+128GB),Noor Communication ! GREATER NOIDA
862498065069752,OPPO A17 (4+64GB),BRS ELECTRONICS (KASNA) ! GREATER NOIDA
864397065448438,OPPO A57 (4+64GB),SHRIB SAHIB JI MOBILE SOLUTION-2 ! GREATER NOIDA
866102052646095,OPPO A55 (4+128GB),S N COMMUNICATION (HALDONI) ! GREATER NOIDA
863534060338674,OPPO F21s Pro (8+128GB),POOJA COMMUNICATION (G.NOIDA) ! GREATER NOIDA
862498068842551,OPPO A17 (4+64GB),KGAD MOBIWORLD ! GREATER NOIDA
862498069382136,OPPO A17 (4+64GB),SHREE BALAJI MOBILE CENTER (KASNA) ! GREATER NOIDA
866102052242879,OPPO A55 (4+128GB),KANIKA COMMUNICATION (HABIBPUR) ! GREATER NOIDA
864904061529234,OPPO F21s Pro 5G (8+128GB),Balaji Traders/Greater Noida ! GREATER NOIDA
867443062861996,OPPO A77 (4+128GB),KANIKA COMMUNICATION (HABIBPUR) ! GREATER NOIDA
866102052593677,OPPO A55 (4+128GB),BRS ELECTRONICS (KASNA) ! GREATER NOIDA
866194068453517,OPPO A78 5G (8+128GB),SHREE BALAJI MOBILE CENTER (KASNA) ! GREATER NOIDA
862498068836371,OPPO A17 (4+64GB),SANCHAR BHAWAN (GREATER NOIDA) ! GREATER NOIDA
864397067060850,OPPO A57 (4+64GB),Noor Communication ! GREATER NOIDA
864397068152953,OPPO A57 (4+64GB),Noor Communication ! GREATER NOIDA
864397068157333,OPPO A57 (4+64GB),Noor Communication ! GREATER NOIDA
864397064133494,OPPO A57 (4+64GB),PRIYANKA MOBILE WORLD (HALDONI) ! GREATER NOIDA
866102052049399,OPPO A55 (4+128GB),Royal mobile house and electronics ! GREATER NOIDA
867426065644394,OPPO Reno8 T 5G (8+128GB),KRISHNA TELECOM (GN) ! GREATER NOIDA
